,,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
0,20,0.01226372920628120,0.01294880282450480,0.01357543911745090,0.01420296672160030,0.01483251760172210,0.01546084155435590,0.01537746939743180,0.01529852360858350,0.01522060740848180,0.01514440476692620,0.01506842195012750,0.01510685679103530,0.01514646923123130,0.01518716430505000,0.01522849565574480,0.01527150619682070,0.01534464584980880,0.01541642433308470,0.01548966999928010,0.01556229304670190,0.01563823941103220,0.01558326635831940,0.01552586908841500,0.01546949384794920,0.01541211711742490,0.01535704815798570,0.01528144140973310,0.01520401507909700,0.01512601379213970,0.01504758866212000,0.01496958870702190,0.01498276714637010,0.01499410494206800,0.01500442755787460,0.01501525681019380,0.01502652097796350,0.01502897367238410,0.01502898968627750,0.01502852987438850,0.01502840217311920,0.01502862241611710,0.01503106059002810,0.01503102545065280,0.01503075425883200,0.01503072577567340,0.01503123027047550,0.01503271631433070,0.01503305686256100,0.01503297270785720,0.01503289394122070,0.01503342589244240
0,21,0.02073071446309180,0.02188876886291630,0.02294804030007600,0.02400881841744230,0.02507301669810150,0.02613514096986860,0.02599420795102150,0.02586075730324950,0.02572904708124560,0.02560023347350420,0.02547179145944310,0.02553676204864080,0.02560372326191280,0.02567251456847200,0.02574238144299410,0.02581508683553420,0.02593872274077330,0.02606005771289780,0.02618387282378410,0.02630663545448290,0.02643501584897450,0.02634208892276920,0.02624506407874890,0.02614976688217610,0.02605277675810230,0.02595968771033300,0.02583188140581150,0.02570099926341060,0.02556914520984610,0.02543657468828430,0.02530472288610620,0.02532699983454520,0.02534616534295630,0.02536361478245370,0.02538192064471640,0.02540096169183750,0.02540510774780830,0.02540513481783300,0.02540435754781840,0.02540414168048270,0.02540451398116100,0.02540863549153600,0.02540857609163060,0.02540811766661910,0.02540806951844010,0.02540892232083940,0.02541143434229090,0.02541201000797990,0.02541186775213700,0.02541173460432990,0.02541263381929950
0,22,0.03427137964744870,0.03618583956919630,0.03793699453480220,0.03969064029779270,0.04144994016956340,0.04320581135361290,0.04297282522077270,0.04275220871369890,0.04253446942498390,0.04232151872989220,0.04210918234204570,0.04221658972215690,0.04232728794077260,0.04244101161333260,0.04255651338177340,0.04267670770091250,0.04288109877745010,0.04308168602212020,0.04328637335592280,0.04348932076184500,0.04370155528211410,0.04354793134536460,0.04338753285690070,0.04322999046206930,0.04306964937155330,0.04291575742041950,0.04270447196803480,0.04248810163505480,0.04227012456842690,0.04205096305893850,0.04183298971423350,0.04186981728034070,0.04190150110947550,0.04193034798625430,0.04196061067481220,0.04199208874836990,0.04199894288060290,0.04199898763193520,0.04199770267304940,0.04199734580780830,0.04199796128384080,0.04200477483804960,0.04200467663995270,0.04200391878582100,0.04200383918873210,0.04200524901543350,0.04200940181204850,0.04201035348486290,0.04201011831187800,0.04200989819601780,0.04201138475055330
0,23,0.05323483411126720,0.05620862616152370,0.05892875138134660,0.06165274563670120,0.06438552260071980,0.06711297367404100,0.06675106883508900,0.06640837813290260,0.06607015670635100,0.06573937355598760,0.06540954462878730,0.06557638396007080,0.06574833505643870,0.06592498568753480,0.06610439829203910,0.06629109998617300,0.06660858720627420,0.06692016581223340,0.06723811321825420,0.06755335793844700,0.06788302863146950,0.06764439963921670,0.06739524751832420,0.06715053185935110,0.06690146889653360,0.06666242358893460,0.06633422711352190,0.06599813212985680,0.06565954135524060,0.06531911074750870,0.06498052575427480,0.06503773119486700,0.06508694670370720,0.06513175548338700,0.06517876348895070,0.06522765939104810,0.06523830613466200,0.06523837564834300,0.06523637968045880,0.06523582535022440,0.06523678138890240,0.06524736510136870,0.06524721256711260,0.06524603536796280,0.06524591172724970,0.06524810165632010,0.06525455232860620,0.06525603059253730,0.06525566529079090,0.06525532337775950,0.06525763249063760
0,24,0.08079696319685250,0.08531042455821350,0.08943888407059780,0.09357321579666840,0.09772087744478260,0.10186045574292800,0.10131117607592500,0.10079105859054700,0.10027772433094700,0.09977567948620840,0.09927508290997850,0.09952830265856140,0.09978928076879390,0.10005739157965000,0.10032969436494400,0.10061306013778000,0.10109492513588200,0.10156782235776500,0.10205038580126400,0.10252884725381900,0.10302920367073800,0.10266702544239200,0.10228887577632700,0.10191745953315100,0.10153944518640900,0.10117663509705900,0.10067851616820400,0.10016840930905500,0.09965451447286020,0.09913782723708320,0.09862394117555910,0.09871076451135710,0.09878546115919790,0.09885346951093080,0.09892481572922740,0.09899902729517280,0.09901518634903860,0.09901529185315860,0.09901226248063640,0.09901142114807100,0.09901287217207010,0.09902893556065580,0.09902870405237970,0.09902691736293160,0.09902672970771830,0.09903005346407940,0.09903984394694630,0.09904208757629970,0.09904153314098960,0.09904101420381110,0.09904451885093450
0,25,0.12077620191694400,0.13442021630112600,0.13867945738481200,0.14294752312719500,0.14723529922533700,0.15151021005277200,0.15216555194224000,0.15286442568876400,0.15357384546285300,0.15430108762603200,0.15503130291657100,0.15503868449432100,0.15505825240559600,0.15508894604580500,0.15512613591892000,0.15518037141667600,0.15559800350215900,0.15600189554866800,0.15642069386305300,0.15683324587602200,0.15727927499193500,0.15717830581481300,0.15705285881947600,0.15693768263354900,0.15681227852867500,0.15671032562748200,0.15615235546275800,0.15557581129529100,0.15499336941220700,0.15440655547260900,0.15382407492889600,0.15352871531870500,0.15321446638464800,0.15288989777241400,0.15257055980751700,0.15225568215823600,0.15234834623834300,0.15241632088535400,0.15247946794836600,0.15254598195489400,0.15261602819156200,0.15264078790725800,0.15264043106604300,0.15263767710647000,0.15263738785929800,0.15264251101635200,0.15265760182804600,0.15266106010365300,0.15266020551057800,0.15265940563345700,0.15266480761112400
0,26,0.17004938156331300,0.18353000804403800,0.18792003069902600,0.19232183045772200,0.19674972100589100,0.20115996436261600,0.20301992780855400,0.20493779278698000,0.20686996659475900,0.20882649576585700,0.21078752292316300,0.21054906633008100,0.21032722404239800,0.21012050051196000,0.20992257747289500,0.20974768269557300,0.21010108186843600,0.21043596873957200,0.21079100192484300,0.21113764449822400,0.21152934631313200,0.21168958618723400,0.21181684186262500,0.21195790573394800,0.21208511187094100,0.21224401615790600,0.21162619475731100,0.21098321328152700,0.21033222435155300,0.20967528370813400,0.20902420868223300,0.20834666612605300,0.20764347161009800,0.20692632603389800,0.20621630388580700,0.20551233702129900,0.20568150612764700,0.20581734991754900,0.20594667341609600,0.20608054276171600,0.20621918421105400,0.20625264025386100,0.20625215807970700,0.20624843685000900,0.20624804601087700,0.20625496856862400,0.20627535970914500,0.20628003263100600,0.20627887788016600,0.20627779706310400,0.20628509637131400
0,27,0.22705168063405800,0.23056245125232200,0.23413816281555100,0.23772829999948300,0.24135009754300500,0.24494961442346800,0.24755667599010000,0.25023427949267700,0.25292941274444400,0.25565444261349400,0.25838513995502400,0.25835873409759100,0.25835264581124000,0.25836509908990700,0.25838837441113700,0.25844003605351200,0.25870947732598200,0.25895615531542100,0.25922765530138100,0.25948885780957200,0.25980543077463400,0.26002227486049900,0.26019860267726600,0.26039188969330100,0.26056814940972900,0.26078335224613600,0.26021967582396800,0.25962507968871200,0.25902061682424700,0.25840879813000600,0.25780418166115800,0.25700708041028900,0.25617833859079200,0.25533237992029700,0.25449520487315700,0.25366549901650800,0.25366120841062000,0.25361578364959000,0.25356233062772300,0.25351448278407900,0.25347250413939600,0.25355843077381000,0.25360264233660300,0.25364287032228700,0.25368719310549000,0.25374051286008500,0.25376559859978600,0.25377134735627900,0.25376992675015900,0.25376859709940000,0.25377757690833000
0,28,0.28293703103207000,0.27759489446060700,0.28035629493207600,0.28313476954124400,0.28595047408011800,0.28873926448432000,0.29209342417164700,0.29553076619837400,0.29898885889412800,0.30248238946113200,0.30598275698688400,0.30616840186510100,0.30637806758008200,0.30660969766785400,0.30685417134938000,0.30713238941145200,0.30731787278352900,0.30747634189127000,0.30766430867792000,0.30784007112091900,0.30808151523613700,0.30835496353376400,0.30858036349190700,0.30882587365265500,0.30905118694851700,0.30932268833436500,0.30881315689062400,0.30826694609589700,0.30770900929694200,0.30714231255187800,0.30658415464008300,0.30566749469452500,0.30471320557148500,0.30373843380669700,0.30277410586050700,0.30181866101171600,0.30164091069359300,0.30141421738163200,0.30117798783934900,0.30094842280644300,0.30072582406773800,0.30086422129375900,0.30095312659349800,0.30103730379456500,0.30112634020010300,0.30122605715154600,0.30125583749042800,0.30126266208155100,0.30126097562015300,0.30125939713569600,0.30127005744534700
0,29,0.33854647378665400,0.32393488815734800,0.32556694664937000,0.32721862648675000,0.32891283553608400,0.33057554646217500,0.33452429645827000,0.33856829277323200,0.34263608004973800,0.34674451587804100,0.35086083969383400,0.35141116494319400,0.35198897272627000,0.35259197761639800,0.35320975341571100,0.35386642346240600,0.35396137393816600,0.35402523292876800,0.35412307715937500,0.35420688932864800,0.35436627074440700,0.35462812164064500,0.35483471689704600,0.35506444456499300,0.35527095921947800,0.35553057294186300,0.35511318521464800,0.35465363397673100,0.35418058094741900,0.35369742236920000,0.35322407402753800,0.35227539680439000,0.35128335980392600,0.35026769623473400,0.34926405915087700,0.34827065871763900,0.34783612710778800,0.34734511934695600,0.34684312896560800,0.34634882256731900,0.34586253196569600,0.34606799120482400,0.34621652993147100,0.34635962850975700,0.34650831694239400,0.34666929702273700,0.34670357005091600,0.34671142420613000,0.34670948332361500,0.34670766670754200,0.34671993524130600
0,30,0.38801061523714900,0.36958243234254700,0.36977011796743500,0.36997987083600100,0.37023718191090400,0.37045846035703200,0.37484929284997000,0.37934685921725000,0.38387107621127400,0.38844082186422200,0.39301938807587300,0.39408702333187000,0.39518536124980500,0.39631193893554000,0.39745512061013100,0.39864213820637500,0.39863998078989200,0.39860282842791400,0.39860396074574700,0.39858931243275900,0.39865969729944700,0.39884174918114000,0.39896166289268300,0.39910760243031600,0.39922746622261400,0.39940700606862900,0.39911976079603900,0.39878514333121500,0.39843533177567800,0.39807412758197000,0.39772393982352200,0.39683078673988500,0.39588880128811500,0.39492016720441100,0.39396506474426700,0.39302149213427700,0.39224685765320600,0.39140848954556200,0.39055775400649800,0.38971568206670900,0.38888262783327100,0.38916974050700400,0.38939285235052100,0.38960984446786100,0.38983312333236200,0.39007023247365700,0.39010879628125200,0.39011763373001500,0.39011544986054600,0.39011340581493800,0.39012721029620700
0,31,0.42972912301706100,0.41086751670455800,0.40983448751740800,0.40882575403760000,0.40786917644431100,0.40687246997705300,0.41139860958971500,0.41604194319684200,0.42071445518435500,0.42543676373761400,0.43016859506531600,0.43172257317854100,0.43331008591125900,0.43492852055578700,0.43656517839697400,0.43825004479023700,0.43824246986369500,0.43819642445776300,0.43819246754592100,0.43817116337121400,0.43824333634650000,0.43835465055995300,0.43839767577969000,0.43846931256855900,0.43851231508049100,0.43862087159849400,0.43843376050716900,0.43819462251339500,0.43793878028138600,0.43767039865385600,0.43741411188275700,0.43655549234756300,0.43564316020907100,0.43470148790998200,0.43377469054713200,0.43286057615528000,0.43185805633331000,0.43078534213273200,0.42969902073006500,0.42862223705956800,0.42755537043407200,0.42784131129023500,0.42805688684163300,0.42826573562517000,0.42848149549918300,0.42871245585570200,0.42877291789028100,0.42880070954977300,0.42881638735338100,0.42883221865598500,0.42886547199907500
0,32,0.46533366672869400,0.44779014124338000,0.44576005529929000,0.44375627609154900,0.44180881913630600,0.43981757532223600,0.44417224667750400,0.44865354471200800,0.45316621696898100,0.45773234149821900,0.46230846066216300,0.46431781448320700,0.46636314671063300,0.46844172247713800,0.47053992677624100,0.47269014321399300,0.47276884115957500,0.47280602101831400,0.47288859755989700,0.47295244214401500,0.47311718788556700,0.47316682577708400,0.47314275555806800,0.47314957497972200,0.47312550579311000,0.47317216953145600,0.47305518434803700,0.47288207152327300,0.47269092646454200,0.47248623558485900,0.47229459020524500,0.47144951362742400,0.47054643656679500,0.46961165835144900,0.46869293655947300,0.46778791078064800,0.46666972314809900,0.46547567710846800,0.46426692913630800,0.46306848754589500,0.46188075976809700,0.46208270355451600,0.46220863340480500,0.46232730198168300,0.46245343344285500,0.46259596716887300,0.46269593487800100,0.46276065166540200,0.46281229580212000,0.46286410523068400,0.46293472034990800
