07_1f_Gonen.csv,,,
7,60,0 ,0 
7,61,0 ,0 
7,62,0 ,0 
7,63,0 ,0 
7,64,0 ,0 
7,65,0 ,0 
7,66,0 ,0 
7,67,0 ,0 
7,68,0 ,0 
7,69,0 ,0 
7,70,0 ,0 
7,71,0 ,0 
7,72,0 ,0 
7,73,0 ,0 
7,74,0 ,0 
7,75,0 ,0 
7,76,0 ,0 
7,77,0 ,0 
7,78,0 ,0 
7,79,0 ,0 
7,80,0 ,0 
7,81,0 ,0 
7,82,0 ,0 
7,83,0 ,0 
7,84,0 ,0 
7,85,0 ,0 
7,86,0 ,0 
7,87,0 ,0 
7,88,0 ,0 
7,89,0 ,0 
7,90,0 ,0 
7,91,0 ,0 
7,92,0 ,0 
7,93,0 ,0 
7,94,0 ,0 
7,95,0 ,0 
7,96,0 ,0 
7,97,0 ,0 
7,98,0 ,0 
7,99,0 ,0 
7,100,0 ,0 
7,101,0 ,0 
7,102,0 ,0 
7,103,0 ,0 
7,104,0 ,0 
7,105,0 ,0 
7,106,0 ,0 
7,107,0 ,0 
7,108,0 ,0 
7,109,0 ,0 
7,110,0 ,0 
7,111,2334 ,942469200 
7,112,2142 ,864939600 
7,113,2052 ,828597600 
7,114,1790 ,722802000 
7,115,1493 ,602873400 
