2022îNìxññåˆìIîNã‡îÌï€åØé“É}ÉbÉvÅiêlêîÅj,,,,,,,,,,,,
íj,,,,,,,,,,,,
îNóÓ,å˙îNÇPÅEÇQéÌ,å˙îNÇRéÌ,çëã§ÇQçÜ,ínã§ÇQçÜ,éÑäwÇQçÜ,ÉpÅ[Ég,å˙îNÇRçÜ,çëã§ÇRçÜ,ínã§ÇRçÜ,éÑäwÇRçÜ,ÇPçÜàÍî ,ÇPçÜîCà”
15,28.235544845578400,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
16,1011.449152334050000,6.046075903882880,319.326670248302000,0.000000000000000,0.000000000000000,16.156082089333300,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
17,1989.640272353300000,24.184303615531500,315.347521709383000,0.000000000000000,0.000000000000000,59.575552704416500,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
18,9716.141109806780000,58.445400404201200,4030.877469925610000,0.000000000000000,2.008325696048740,123.190125931166000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
19,93399.663426515000000,490.017570530090000,6447.215420184570000,3475.131921833170000,39.162351072950500,716.926142714165000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
20,114182.379379426000000,586.612073834428000,8029.921751539870000,4992.443042633570000,46.191491009121100,1199.589095133000000,9.930764070570870,0.000000000000000,0.000000000000000,0.000000000000000,468457.645521115000000,45.334678386481000
21,171368.877082400000000,1133.059686134090000,9076.437817275740000,6942.272738356010000,227.944966501532000,1817.559235050000000,44.688438317568900,0.000000000000000,0.000000000000000,0.000000000000000,429147.192519881000000,70.520610823414900
22,201296.828505869000000,1155.085919957210000,9412.675868814450000,8157.919633691150000,426.769210410358000,2222.471042413910000,94.373842780557200,0.000000000000000,4.945631599651620,4.953548360785330,411867.659404884000000,60.446237848641300
23,359369.091784647000000,1229.796900596220000,12246.824415660000000,23606.723974901800000,2157.945960404380000,3068.645841842740000,168.880035789308000,4.947836316949800,9.891263199303240,0.000000000000000,242674.655164128000000,100.743729747736000
24,402820.725932961000000,1194.385413332450000,12886.472543291300000,28463.318227259600000,2456.182326267610000,3285.743194918160000,283.127240385507000,4.947836316949800,14.836894798954900,9.907096721570650,202409.076454798000000,110.818102722509000
25,446446.617495922000000,1177.254864938110000,13054.591569060700000,31055.433012300500000,3220.350253614160000,3227.177397344330000,466.883671845038000,9.895672633899600,19.782526398606500,9.907096721570650,155457.617788796000000,130.966848672056000
26,469326.410585045000000,1180.563325205630000,13411.720150428700000,34038.113069384100000,3675.236023769200000,3124.182374024830000,670.572716427112000,14.843508950849400,39.565052797213000,14.860645082356000,134018.197072040000000,136.004035159443000
27,467184.363034216000000,1080.080815789820000,13275.434312970700000,35795.157349494600000,3918.243432991100000,2873.763101640160000,864.242366238877000,14.843508950849400,44.510684396864600,14.860645082356000,123696.051729215000000,171.264340571150000
28,488330.851945166000000,1046.970109476260000,13902.150207850600000,39234.329297431300000,4654.294800592960000,2988.875186526660000,1157.304780129550000,9.895672633899600,69.238842395122700,24.767741803926600,121819.738789960000000,206.524645982858000
29,475002.513397690000000,969.664224358671000,12945.164984240400000,39420.122495896600000,4458.483045228210000,2775.816853973580000,1350.938436396590000,19.791345267799200,59.347579195819400,19.814193443141300,114707.203694646000000,226.673391932405000
30,478234.432097137000000,956.270269705219000,13682.302251075200000,40786.601503964400000,4659.315614833090000,2716.241301269160000,1609.315563630900000,29.687017901698800,89.021368793729200,29.721290164712000,112995.734786230000000,261.933697344112000
31,480651.509422336000000,1001.918663725510000,13924.035524814600000,42402.802552980200000,5003.743471705440000,2595.070685599160000,1798.114174150960000,39.582690535598400,108.803895192336000,29.721290164712000,112457.567509079000000,236.747764907179000
32,478575.140616044000000,1006.948359099280000,14419.439517910100000,41854.412951058300000,4959.560306392370000,2528.426846980660000,1942.242301658610000,44.530526852548200,128.586421590942000,44.581935247067900,110193.386261968000000,266.970883831499000
33,485312.261377386000000,954.120901125598000,14757.667143718300000,43956.073647677100000,4923.410443863490000,2414.324517224740000,2140.867212027230000,49.478363169498000,123.640789991291000,49.535483607853300,112467.264216776000000,277.045256806273000
34,503045.223126308000000,889.629424817514000,16385.138896136400000,46422.328524080200000,5400.387796675070000,2457.743987839830000,2299.945107838200000,49.478363169498000,173.097105987807000,44.581935247067900,120573.711850972000000,282.082443293660000
35,509912.511722646000000,913.519604904674000,17088.453400390500000,46476.268484924900000,5520.887338438000000,2458.753742970410000,2394.257987115790000,44.530526852548200,173.097105987807000,39.628386886282600,122954.253590440000000,292.156816268433000
36,523842.607809750000000,891.207948765981000,17252.593277620900000,43341.757426944900000,5261.813323647710000,2303.251452860580000,2434.085424685670000,49.478363169498000,182.988369187110000,59.442580329423900,127957.754761786000000,322.379935192754000
37,539823.974040173000000,968.228411567992000,17717.158869539800000,42063.180577290900000,5144.326270428860000,2369.895291479080000,2528.628202517740000,69.269708437297200,212.662158785020000,64.396128690209300,131487.356363278000000,327.417121680141000
38,558953.436053489000000,962.182335664109000,17642.549834435000000,41026.334663274500000,5331.100560161390000,2203.285694932830000,2608.037018928340000,64.321872120347400,207.716527185368000,64.396128690209300,136243.591488366000000,377.788986554008000
39,573219.439286981000000,1009.971397051220000,17675.377809881100000,39860.632176129000000,5204.576041310320000,2195.207653888160000,2662.857150064950000,74.217544754247000,237.390316783278000,84.210322133350500,140607.109951749000000,367.714613579235000
40,575867.548877713000000,937.133063889052000,17679.356958420000000,38557.083122380100000,5316.038117441020000,2221.461287283330000,2831.597220608760000,74.217544754247000,222.553421984323000,74.303225411779900,142725.840583414000000,423.123664940489000
41,571385.035063980000000,973.694941627926000,18175.755738650300000,38243.432238949400000,5367.250422690270000,2052.832180475910000,2930.997901448800000,69.269708437297200,247.281579982581000,79.256773772565200,143685.814645358000000,408.012105478329000
42,582097.449118656000000,968.656545041357000,18434.400393680000000,38700.923017966200000,5435.533496355920000,2122.505284486160000,2891.503441111760000,79.165381071196800,286.846632779794000,94.117418854921200,146313.622431084000000,433.198037915263000
43,610045.600804001000000,966.926608722306000,19619.191871143400000,39349.201436267400000,5396.371145282970000,2128.563815269660000,3080.212928410840000,94.008890022046200,276.955369580491000,99.070967215706500,153343.735510979000000,463.421156839584000
44,628644.692311676000000,1019.611355538200000,20614.973793008000000,40379.055133137100000,5642.391043048940000,2037.685853517160000,3248.986787782080000,89.061053705096400,272.009737980839000,94.117418854921200,162415.005560968000000,458.383970352197000
45,645903.772768824000000,999.029635718559000,21626.672309028300000,40671.729365128300000,5757.869770571750000,2182.080837190580000,3313.790320144270000,113.800235289845000,301.683527578749000,113.931612298063000,166923.974639797000000,478.532716301744000
46,660474.294047743000000,1069.995321403890000,22063.383861174800000,40731.662654955800000,5640.382717352900000,2142.700387097830000,3413.120408524140000,98.956726338996000,326.411685577007000,104.024515576492000,169760.261640996000000,488.607089276518000
47,687930.395620418000000,1044.669328526050000,23353.622774919500000,42815.343364626400000,5626.324437480560000,2225.500307805660000,3676.340990787800000,98.956726338996000,346.194211975613000,94.117418854921200,177760.045490532000000,503.718648738678000
48,726004.062492709000000,1076.192809678360000,26749.826052887400000,46437.311846537000000,5817.115378605190000,2297.192922077080000,3701.554500394540000,108.852398972896000,425.324317570039000,108.978063937277000,189783.963034076000000,523.867394688225000
49,744579.078974036000000,1042.796681049210000,27305.912061201400000,47912.669664458200000,5862.302706766280000,2383.022108176660000,3939.975756744150000,108.852398972896000,440.161212368994000,118.885160658848000,197832.230422094000000,508.755835226065000
50,736365.597634240000000,1085.547345849760000,26736.893820135900000,48503.012569259400000,5995.856365553520000,2434.519619836410000,4104.054043092670000,118.748071606795000,474.780633566556000,138.699354101989000,199606.727930537000000,498.681462251291000
51,716368.765460400000000,1013.859403162690000,25078.583666541100000,47259.396805338000000,5813.098727213090000,2412.305006963580000,4243.077315840760000,108.852398972896000,484.671896765859000,133.745805741204000,199044.318884145000000,463.421156839584000
52,681745.001815181000000,1048.834055740300000,23805.256134086800000,45788.034540072000000,5743.811490699410000,2514.290275152490000,4317.476020736550000,133.591580557645000,459.943738767601000,104.024515576492000,196285.605544517000000,473.495529814357000
53,656285.523279530000000,1074.026038673150000,23542.632330518200000,43965.063641151300000,5515.866524197870000,2385.041618437830000,4416.980673277370000,143.487253191544000,494.563159965162000,113.931612298063000,193711.129651121000000,468.458343326970000
54,650791.732130654000000,1115.340890683010000,23445.143191314600000,44732.209750943700000,5434.529333507900000,2439.568395489330000,4650.203141710670000,108.852398972896000,484.671896765859000,118.885160658848000,198743.720945556000000,458.383970352197000
55,632828.928495244000000,1137.946670350080000,18365.760081383700000,45534.316946468900000,5446.579287684190000,2502.173213585490000,4849.134747659010000,143.487253191544000,524.236949563072000,133.745805741204000,197967.984329844000000,397.937732503556000
56,525868.405207099000000,1024.935174440350000,15490.825262014200000,39810.687767939400000,5013.785100185690000,2159.866224317740000,4372.126890169230000,133.591580557645000,479.726265166207000,84.210322133350500,167845.161870956000000,387.863359528782000
57,554557.918286535000000,1107.564878460080000,16112.567221220400000,45854.960047046200000,5593.187063495750000,2414.324517224740000,4834.403302124520000,128.643744240695000,593.475791958194000,108.978063937277000,181924.781446139000000,408.012105478329000
58,559760.454443105000000,1150.038822157840000,17090.442974659900000,48206.342784613100000,6103.301790292130000,2605.168236904990000,5411.077005399940000,123.695907923745000,746.790371547395000,148.606450823560000,188911.259341400000000,387.863359528782000
59,519933.278173004000000,1111.604296942130000,16707.449927788900000,47352.293404570700000,5917.531663407620000,2700.085219179830000,5376.659088406480000,123.695907923745000,840.757371940776000,133.745805741204000,174613.463843048000000,327.417121680141000
60,476128.685231630000000,1094.901882021160000,15495.799197687900000,46704.014986269600000,6143.468304213110000,3867.362150134160000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12502.559283250400000
61,466949.445063248000000,1139.962028984700000,9116.229302664930000,22177.315012515100000,6349.321688058100000,7146.037059138230000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14080.988661399500000
62,443728.321450339000000,1085.261923534180000,8312.441297803160000,20055.676552620400000,6517.016883678170000,7975.046021347150000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13071.992666506700000
63,428122.750846155000000,1063.529813239440000,7206.238003983500000,17354.682957726200000,6171.584863957790000,8836.367147734730000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11508.548377390700000
64,404019.345495081000000,971.830995363881000,5307.189363784090000,10560.245667611500000,5986.818899921310000,11180.008805818600000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10559.492738630200000
