2020îNìxññåˆìIîNã‡îÌï€åØé“É}ÉbÉvÅiêlêîÅj,,,å˙ÇPÅEÇQéÌÇ©ÇÁÇÕÉpÅ[ÉgÇèúÇ¢ÇƒÇ¢ÇÈ,,,,,,,,,
íj,,,,,,,,,,,,
îNóÓ,å˙îNÇPÅEÇQéÌ,å˙îNÇRéÌ,çëã§ÇQçÜ,ínã§ÇQçÜ,éÑäwÇQçÜ,ÉpÅ[Ég,å˙îNÇRçÜ,çëã§ÇRçÜ,ínã§ÇRçÜ,éÑäwÇRçÜ,ÇPçÜàÍî ,ÇPçÜîCà”
15,28.194202710127000,0.000000000000000,0.997911751544205,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
16,1049.241347687920000,9.056077803048320,322.325495748778000,0.000000000000000,0.000000000000000,10.132691896915300,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
17,2296.877515251330000,31.193156877166400,318.333848742602000,1.000279450329100,0.000000000000000,40.530767587661000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
18,10760.251286352000000,62.386313754332900,3912.811977804830000,0.000000000000000,0.000000000000000,96.260573020694900,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
19,109724.431888713000000,589.031841995392000,7537.227459413380000,4076.138760091100000,34.183608731647100,463.064019689027000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
20,131666.049965158000000,738.702384647691000,8595.013916050240000,5447.521886492300000,52.280813354283900,809.602082563528000,14.849973788044800,0.000000000000000,4.927026366542900,0.000000000000000,466086.566962273000000,5.125798088098710
21,176314.224292870000000,1333.513755313610000,9315.506200665160000,7349.053121567930000,218.171855728454000,1265.573217924710000,59.348224135867300,0.000000000000000,4.927026366542900,0.000000000000000,428239.086128385000000,35.880586616691000
22,205497.465690222000000,1156.546050986420000,9542.032168265690000,8562.392094817140000,455.446316336358000,1427.696288275360000,74.180974251808100,0.000000000000000,4.927026366542900,0.000000000000000,410539.837018731000000,35.880586616691000
23,364562.945703831000000,1154.275732720910000,12335.187160837900000,26561.420524039000000,2111.340539307620000,2023.498571813980000,118.735343900003000,0.000000000000000,9.854052733085790,4.905354410378000,236866.549543512000000,51.257980880987100
24,404598.808910275000000,1111.523518502680000,13112.560415290900000,31513.804082618400000,2496.408837667060000,2091.387607523310000,267.164841547873000,9.864294845370690,9.854052733085790,14.716063231134000,198396.123617371000000,56.383778969085800
25,438063.279497461000000,1056.309749083130000,13102.581297775400000,34645.679041598900000,3318.826247740210000,2067.069146970710000,380.841781800181000,19.728589690741400,24.635131832714500,0.000000000000000,154357.234309337000000,87.138567497678100
26,473269.841549363000000,995.445379258808000,13603.532997050600000,38708.814168835700000,4097.006046513590000,2108.613183748060000,539.153470737606000,14.796442268056000,44.343237298886100,4.905354410378000,140595.378607205000000,87.138567497678100
27,464712.704617694000000,975.940207988455000,12432.982512489300000,39120.929302371300000,4086.952043945460000,1968.782035570630000,677.621125335704000,24.660737113426700,34.489184565800300,9.810708820756010,128450.326961301000000,112.767557938172000
28,471339.327841565000000,941.624625503519000,13252.268060507000000,40749.384247507100000,4417.728728436990000,1953.582997725260000,969.639267130046000,19.728589690741400,59.124316398514800,39.242835283024000,122782.002152406000000,169.151336907258000
29,475136.413045653000000,1014.925355270160000,13523.700056927100000,42539.884463596200000,4653.997788788080000,1903.932807430380000,1118.110866454020000,34.525031958797400,78.832421864686400,44.148189693402000,121317.367889705000000,143.522346466764000
30,474703.377986467000000,987.782317120016000,14098.497225816500000,42312.821028371500000,4801.791626539610000,1866.441847411790000,1409.729809853390000,39.457179381482800,93.613500964315100,24.526772051890000,117242.070606799000000,194.780327347751000
31,482574.346152080000000,962.472421920134000,14617.411336619500000,44357.392224844200000,4859.099441177960000,1689.119739215770000,1538.357587155240000,14.796442268056000,133.029711896658000,24.526772051890000,117194.517546322000000,169.151336907258000
32,500033.751352303000000,877.458511287679000,16139.226757724400000,46908.104823183400000,5382.912974977610000,1792.473196564310000,1810.586571674400000,29.592884536112100,162.591870095916000,44.148189693402000,123771.105810334000000,251.164106316837000
33,507402.449264315000000,903.001067760064000,16904.625071158800000,46927.110132739600000,5394.977778059370000,1750.929159786960000,1963.712879163720000,24.660737113426700,113.321606430487000,49.053544103780000,129120.825114031000000,292.170491021627000
34,521598.041035992000000,866.647828282121000,17147.117626784100000,43750.222598494400000,5225.065134657950000,1616.164357557980000,2072.745250055030000,49.321474226853400,147.810790996287000,58.864252924536000,132944.091176406000000,292.170491021627000
35,537163.365817469000000,952.796898047332000,17535.305298134800000,42522.879712940600000,5106.427904354000000,1695.199354353920000,2201.319386827630000,59.185769072224100,192.154028295173000,39.242835283024000,136068.327249765000000,312.673683374021000
36,556632.229194583000000,947.507887180804000,17543.288592147100000,41485.589922949300000,5283.378349553110000,1523.956861296050000,2216.159742472160000,44.389326804168100,137.956738263201000,68.674961745292100,140329.081468532000000,328.051077638318000
37,570712.261031517000000,1001.611692726590000,17635.096473289200000,40207.232785428700000,5259.248743389600000,1558.408013745570000,2423.914550063510000,59.185769072224100,177.372949195544000,58.864252924536000,143129.956730645000000,379.309058519305000
38,573150.986979954000000,918.585048569149000,17632.102738034600000,38986.891856027200000,5339.680763934650000,1506.731285071300000,2478.680117966970000,64.117916494909500,226.643212860973000,83.391024976426100,146339.788312863000000,358.805866166910000
39,568768.671390722000000,955.325072844343000,18169.977172116900000,38551.770295134000000,5342.696964705090000,1413.510519619680000,2532.933630607260000,59.185769072224100,236.497265594059000,63.769607334914000,147276.583604266000000,415.189645135996000
40,578896.517173804000000,966.135755849902000,18472.344432834800000,39134.933214675900000,5413.074982682010000,1474.306671001170000,2582.805273944230000,73.982211340280200,270.986450159859000,98.107088207560100,150220.118047812000000,410.063847047897000
41,606956.686407193000000,948.152528509556000,19709.755004749600000,39814.122961449400000,5379.896774207170000,1395.271674205230000,2780.638321845670000,108.507243299078000,275.913476526402000,93.201733797182100,156197.537749809000000,466.447626016983000
